2-Theta,Intensity
17.2,54.62
17.25,66.24
17.3,57.76
17.35,67.03
17.4,57.76
17.45,65.26
17.5,54.52
17.55,51.61
17.6,48.19
17.65,59.08
17.7,50.74
17.75,57.22
17.8,62.0
17.85,60.74
17.9,61.9
17.95,63.56
18.0,61.02
18.05,58.47
18.1,60.78
18.15,64.84
18.2,59.94
18.25,67.1
18.3,70.24
18.35,57.67
18.4,61.55
18.45,70.43
18.5,67.15
18.55,64.28
18.6,76.24
18.65,70.63
18.7,72.57
18.75,69.0
18.8,64.66
18.85,73.37
18.9,73.62
18.95,63.61
19.0,77.83
19.05,70.51
19.1,74.71
19.15,69.54
19.2,82.2
19.25,79.43
19.3,65.5
19.35,74.65
19.4,75.28
19.45,70.38
19.5,67.41
19.55,79.44
19.6,80.36
19.65,71.67
19.7,81.47
19.75,68.73
19.8,71.7
19.85,81.4
19.9,69.6
19.95,76.7
20.0,75.26
20.05,81.35
20.1,69.55
20.15,70.32
20.2,80.9
20.25,68.8
20.3,66.73
20.35,78.4
20.4,67.87
20.45,82.34
20.5,78.12
20.55,79.14
20.6,84.9
20.65,89.42
20.7,88.43
20.75,85.06
20.8,85.93
20.85,88.1
20.9,93.17
20.95,83.92
21.0,86.27
21.05,82.28
21.1,93.9
21.15,97.45
21.2,85.83
21.25,88.23
21.3,97.34
21.35,91.04
21.4,88.84
21.45,87.66
21.5,91.1
21.55,94.43
21.6,89.85
21.65,81.78
21.7,87.13
21.75,87.15
21.8,82.74
21.85,77.69
21.9,81.96
21.95,79.9
22.0,84.93
22.05,85.69
22.1,91.0
22.15,79.46
22.2,80.52
22.25,80.12
22.3,92.45
22.35,87.53
22.4,86.36
22.45,86.8
22.5,95.9
22.55,79.82
22.6,91.38
22.65,81.13
22.7,93.77
22.75,87.28
22.8,92.0
22.85,93.11
22.9,86.61
22.95,88.85
23.0,93.97
23.05,98.21
23.1,84.82
23.15,86.88
23.2,97.67
23.25,93.18
23.3,88.82
23.35,94.1
23.4,91.0
23.45,88.07
23.5,98.21
23.55,90.98
23.6,95.35
23.65,91.05
23.7,95.74
23.75,101.2
23.8,103.52
23.85,93.2
23.9,97.08
23.95,89.45
24.0,88.19
24.05,94.87
24.1,91.72
24.15,102.19
24.2,104.26
24.25,97.62
24.3,97.29
24.35,90.51
24.4,99.29
24.45,106.93
24.5,98.16
24.55,98.7
24.6,95.54
24.65,91.74
24.7,104.38
24.75,101.08
24.8,88.94
24.85,90.14
24.9,94.6
24.95,88.51
25.0,99.28
25.05,96.3
25.1,84.43
25.15,98.05
25.2,92.65
25.25,100.21
25.3,89.31
25.35,88.57
25.4,96.63
25.45,93.37
25.5,92.27
25.55,99.05
25.6,90.01
25.65,83.47
25.7,94.21
25.75,93.71
25.8,94.03
25.85,91.45
25.9,90.91
25.95,96.52
26.0,85.98
26.05,86.08
26.1,94.96
26.15,86.14
26.2,91.14
26.25,93.04
26.3,101.93
26.35,89.59
26.4,89.16
26.45,99.28
26.5,86.87
26.55,97.18
26.6,95.52
26.65,98.8
26.7,91.28
26.75,98.69
26.8,91.23
26.85,100.23
26.9,92.53
26.95,85.52
27.0,85.35
27.05,94.86
27.1,85.58
27.15,84.58
27.2,90.27
27.25,87.08
27.3,101.37
27.35,88.29
27.4,98.37
27.45,96.79
27.5,91.32
27.55,95.93
27.6,88.13
27.65,88.93
27.7,90.58
27.75,84.79
27.8,87.09
27.85,76.92
27.9,87.15
27.95,73.8
28.0,89.11
28.05,78.74
28.1,82.04
28.15,86.43
28.2,82.62
28.25,92.79
28.3,86.79
28.35,77.16
28.4,79.03
28.45,85.59
28.5,76.73
28.55,78.3
28.6,82.86
28.65,72.0
28.7,82.05
28.75,72.98
28.8,76.82
28.85,82.91
28.9,77.11
28.95,83.24
29.0,92.25
29.05,80.02
29.1,77.08
29.15,88.05
29.2,85.62
29.25,81.93
29.3,89.75
29.35,92.35
29.4,82.08
29.45,90.68
29.5,87.35
29.55,92.79
29.6,83.34
29.65,86.73
29.7,82.42
29.75,95.19
29.8,90.09
29.85,95.54
29.9,87.05
29.95,99.48
30.0,97.59
30.05,98.68
30.1,101.64
30.15,97.17
30.2,102.24
30.25,102.57
30.3,91.71
30.35,104.09
30.4,96.24
30.45,102.61
30.5,106.18
30.55,103.37
30.6,98.49
30.65,101.01
30.7,101.23
30.75,102.47
30.8,98.5
30.85,95.18
30.9,104.54
30.95,97.16
31.0,104.91
31.05,99.21
31.1,94.76
31.15,91.6
31.2,99.92
31.25,97.68
31.3,94.34
31.35,104.68
31.4,96.62
31.45,97.95
31.5,96.99
31.55,94.49
31.6,104.26
31.65,101.93
31.7,100.81
31.75,98.4
31.8,98.59
31.85,93.89
31.9,92.64
31.95,91.21
32.0,87.89
32.05,89.59
32.1,88.64
32.15,101.89
32.2,92.32
32.25,91.74
32.3,92.26
32.35,94.05
32.4,96.96
32.45,99.16
32.5,87.91
32.55,94.45
32.6,98.52
32.65,97.7
32.7,91.42
32.75,91.57
32.8,92.54
32.85,93.82
32.9,89.65
32.95,99.64
33.0,95.63
33.05,94.67
33.1,99.47
33.15,92.4
33.2,90.34
33.25,89.29
33.3,92.42
33.35,91.84
33.4,87.96
33.45,84.25
33.5,87.08
33.55,82.11
33.6,89.88
33.65,89.92
33.7,84.05
33.75,93.91
33.8,89.68
33.85,83.95
33.9,87.04
33.95,79.3
34.0,84.01
34.05,87.15
34.1,82.13
34.15,95.45
34.2,97.24
34.25,86.2
34.3,92.46
34.35,84.91
34.4,88.59
34.45,86.57
34.5,98.55
34.55,91.04
34.6,101.7
34.65,87.62
34.7,89.74
34.75,101.53
34.8,102.23
34.85,93.08
34.9,94.9
34.95,101.69
35.0,100.07
35.05,102.12
35.1,102.45
35.15,100.89
35.2,91.02
35.25,96.8
35.3,89.55
35.35,86.62
35.4,95.8
35.45,85.51
35.5,90.3
35.55,83.71
35.6,90.3
35.65,79.05
35.7,75.6
35.75,78.28
35.8,79.87
35.85,78.61
35.9,80.61
35.95,80.66
36.0,83.38
36.05,88.96
36.1,86.12
36.15,92.41
36.2,82.67
36.25,83.37
36.3,92.08
36.35,99.86
36.4,90.77
36.45,90.11
36.5,89.6
36.55,89.03
36.6,99.77
36.65,87.23
36.7,92.65
36.75,88.03
36.8,89.02
36.85,94.32
36.9,104.48
36.95,91.94
37.0,91.71
37.05,102.11
37.1,102.87
37.15,91.78
37.2,102.15
37.25,102.95
37.3,93.07
37.35,103.28
37.4,92.73
37.45,106.28
37.5,103.57
37.55,93.4
37.6,92.38
37.65,104.77
37.7,108.48
37.75,108.97
37.8,101.78
37.85,109.51
37.9,108.74
37.95,107.09
38.0,103.11
38.05,110.95
38.1,107.71
38.15,105.69
38.2,113.58
38.25,104.14
38.3,109.04
38.35,107.98
38.4,105.16
38.45,106.36
38.5,105.81
38.55,101.09
38.6,115.46
38.65,108.1
38.7,111.89
38.75,110.14
38.8,106.47
38.85,112.41
38.9,113.68
38.95,106.42
39.0,109.12
39.05,100.74
39.1,101.73
39.15,100.92
39.2,94.94
39.25,100.88
39.3,101.55
39.35,98.08
39.4,94.96
39.45,95.11
39.5,98.28
39.55,104.94
39.6,99.8
39.65,106.41
39.7,106.21
39.75,92.12
39.8,92.65
39.85,93.22
39.9,103.44
39.95,93.16
40.0,95.89
40.05,98.5
40.1,98.99
40.15,100.42
40.2,99.22
40.25,105.04
40.3,106.89
40.35,94.51
40.4,106.46
40.45,93.59
40.5,97.22
40.55,101.87
40.6,103.21
40.65,107.08
40.7,111.39
40.75,101.35
40.8,105.41
40.85,102.56
40.9,102.32
40.95,102.94
41.0,101.42
41.05,112.67
41.1,105.65
41.15,107.03
41.2,105.04
41.25,114.56
41.3,110.19
41.35,107.46
41.4,114.87
41.45,126.02
41.5,137.37
41.55,149.52
41.6,170.07
41.65,191.66
41.7,209.8
41.75,235.65
41.8,279.95
41.85,317.01
41.9,361.76
41.95,420.82
42.0,468.31
42.05,537.85
42.1,608.74
42.15,664.32
42.2,738.74
42.25,803.35
42.3,860.91
42.35,918.36
42.4,959.49
42.45,985.68
42.5,1007.94
42.55,1013.32
42.6,999.51
42.65,979.52
42.7,940.28
42.75,894.21
42.8,848.78
42.85,782.85
42.9,710.27
42.95,637.29
43.0,564.69
43.05,507.36
43.1,447.19
43.15,394.24
43.2,343.83
43.25,303.19
43.3,268.6
43.35,221.98
43.4,210.32
43.45,186.73
43.5,163.81
43.55,151.04
43.6,146.85
43.65,134.58
43.7,141.99
43.75,135.45
43.8,136.16
43.85,135.26
43.9,124.06
43.95,122.49
44.0,121.0
44.05,124.21
44.1,114.95
44.15,121.56
44.2,122.51
44.25,125.46
44.3,116.83
44.35,125.71
44.4,122.49
44.45,116.0
44.5,122.24
44.55,115.71
44.6,111.85
44.65,122.84
44.7,121.7
44.75,117.68
44.8,122.88
44.85,117.84
44.9,120.37
44.95,119.75
45.0,123.56
45.05,119.55
45.1,118.98
45.15,128.13
45.2,132.19
45.25,123.68
45.3,135.39
45.35,135.8
45.4,145.17
45.45,145.34
45.5,159.25
45.55,177.91
45.6,190.49
45.65,212.97
45.7,249.02
45.75,292.48
45.8,330.6
45.85,378.21
45.9,439.1
45.95,514.87
46.0,586.29
46.05,675.13
46.1,756.08
46.15,835.01
46.2,928.98
46.25,1003.07
46.3,1077.38
46.35,1154.71
46.4,1201.97
46.45,1248.92
46.5,1270.91
46.55,1274.74
46.6,1255.91
46.65,1222.46
46.7,1177.84
46.75,1117.06
46.8,1043.77
46.85,958.48
46.9,885.28
46.95,789.6
47.0,700.47
47.05,622.05
47.1,536.56
47.15,469.57
47.2,410.44
47.25,359.36
47.3,309.53
47.35,265.41
47.4,237.79
47.45,211.4
47.5,187.13
47.55,170.61
47.6,148.1
47.65,151.31
47.7,136.66
47.75,126.31
47.8,122.75
47.85,126.26
47.9,119.68
47.95,114.56
48.0,118.67
48.05,115.75
48.1,122.94
48.15,116.16
48.2,120.15
48.25,120.2
48.3,117.52
48.35,112.61
48.4,114.52
48.45,114.97
48.5,122.18
48.55,119.11
48.6,113.95
48.65,120.24
48.7,120.38
48.75,118.11
48.8,117.06
48.85,116.55
48.9,123.69
48.95,125.31
49.0,125.38
49.05,127.69
49.1,119.01
49.15,117.88
49.2,123.3
49.25,121.25
49.3,116.25
49.35,119.08
49.4,116.49
49.45,117.99
49.5,116.63
49.55,124.4
49.6,125.09
49.65,118.88
49.7,119.25
49.75,121.93
49.8,124.7
49.85,115.05
49.9,112.31
49.95,115.62
50.0,120.87
50.05,119.85
50.1,114.66
50.15,121.68
50.2,122.16
50.25,109.99
50.3,120.85
50.35,114.41
50.4,122.94
50.45,127.11
50.5,121.61
50.55,117.59
50.6,114.35
50.65,114.69
50.7,123.93
50.75,123.65
50.8,120.77
50.85,118.28
50.9,122.11
50.95,113.76
51.0,116.03
51.05,116.06
51.1,117.89
51.15,122.83
51.2,125.22
51.25,118.23
51.3,118.95
51.35,128.67
51.4,126.16
51.45,130.53
51.5,131.41
51.55,128.17
51.6,129.1
51.65,122.99
51.7,129.23
51.75,122.91
51.8,122.62
51.85,130.26
51.9,120.69
51.95,122.12
52.0,121.46
52.05,131.32
52.1,134.16
52.15,126.87
52.2,127.31
52.25,124.87
52.3,133.54
52.35,127.61
52.4,129.65
52.45,128.26
52.5,122.55
52.55,130.96
52.6,120.27
52.65,130.5
52.7,131.54
52.75,123.39
52.8,123.35
52.85,124.29
52.9,125.86
52.95,129.19
53.0,118.67
53.05,129.71
53.1,130.53
53.15,126.47
53.2,123.22
53.25,122.93
53.3,128.92
53.35,132.88
53.4,121.46
53.45,126.92
53.5,124.37
53.55,131.92
53.6,129.75
53.65,124.03
53.7,130.79
53.75,118.96
53.8,122.14
53.85,131.28
53.9,117.27
53.95,134.03
54.0,120.72
54.05,130.7
54.1,119.74
54.15,132.04
54.2,123.41
54.25,123.33
54.3,129.52
54.35,131.67
54.4,126.6
54.45,122.95
54.5,129.92
54.55,133.75
54.6,124.96
54.65,125.43
54.7,128.42
54.75,120.7
54.8,132.45
54.85,125.76
54.9,130.6
54.95,127.51
55.0,126.52
55.05,131.13
55.1,129.29
55.15,127.84
55.2,124.06
55.25,118.94
55.3,114.52
55.35,122.11
55.4,119.88
55.45,125.5
55.5,130.7
55.55,129.4
55.6,124.81
55.65,127.59
55.7,117.08
55.75,117.94
55.8,119.85
55.85,118.61
55.9,130.79
55.95,126.89
56.0,119.98
56.05,120.52
56.1,123.12
56.15,127.63
56.2,125.31
56.25,127.39
56.3,115.73
56.35,125.53
56.4,121.54
56.45,128.71
56.5,133.52
56.55,127.98
56.6,126.4
56.65,128.6
56.7,121.82
56.75,125.37
56.8,126.83
56.85,120.8
56.9,127.92
56.95,129.71
57.0,132.58
57.05,120.57
57.1,123.79
57.15,131.14
57.2,118.1
57.25,128.53
57.3,122.4
57.35,128.9
57.4,124.24
57.45,126.77
57.5,119.48
57.55,125.11
57.6,133.05
57.65,127.58
57.7,122.07
57.75,118.42
57.8,122.39
57.85,126.99
57.9,115.15
57.95,117.07
58.0,118.43
58.05,129.03
58.1,125.0
58.15,123.0
58.2,118.38
58.25,119.78
58.3,126.06
58.35,123.96
58.4,121.03
58.45,115.83
58.5,114.24
58.55,115.35
58.6,117.05
58.65,114.17
58.7,116.23
58.75,124.58
58.8,115.18
58.85,121.53
58.9,113.93
58.95,126.68
59.0,121.25
59.05,119.53
59.1,120.17
59.15,123.8
59.2,125.28
59.25,117.84
59.3,129.48
59.35,128.71
59.4,125.07
59.45,118.43
59.5,116.03
59.55,125.4
59.6,115.69
59.65,113.77
59.7,116.07
59.75,113.65
59.8,115.48
59.85,120.38
59.9,120.85
59.95,127.47
60.0,120.99
60.05,124.22
60.1,123.01
60.15,112.58
60.2,123.23
60.25,112.26
60.3,115.34
60.35,108.56
60.4,110.72
60.45,117.84
60.5,117.71
60.55,118.46
60.6,120.9
60.65,115.73
60.7,109.88
60.75,106.87
60.8,105.4
60.85,101.11
60.9,111.95
60.95,114.76
61.0,113.08
61.05,106.1
61.1,108.79
61.15,113.68
61.2,102.26
61.25,100.11
61.3,112.7
61.35,109.76
61.4,101.2
61.45,100.31
61.5,106.71
61.55,106.99
61.6,103.75
61.65,109.11
61.7,107.6
61.75,110.31
61.8,114.35
61.85,105.32
61.9,110.71
61.95,104.35
62.0,107.61
62.05,114.61
62.1,113.03
62.15,115.18
62.2,119.04
62.25,110.31
62.3,117.42
62.35,116.64
62.4,113.45
62.45,121.16
62.5,107.01
62.55,109.13
62.6,110.41
62.65,118.44
62.7,109.87
62.75,105.36
62.8,114.38
62.85,107.03
62.9,110.23
62.95,113.84
63.0,102.37
63.05,105.07
63.1,99.95
63.15,97.23
63.2,99.6
63.25,107.08
63.3,107.93
63.35,101.03
63.4,108.59
63.45,100.72
63.5,100.44
63.55,96.79
63.6,107.46
63.65,97.74
63.7,92.43
63.75,98.84
63.8,100.61
63.85,105.11
63.9,103.02
63.95,107.08
64.0,109.73
64.05,101.17
64.1,106.83
64.15,98.3
64.2,109.65
64.25,99.79
64.3,101.08
64.35,113.94
64.4,112.57
64.45,111.9
64.5,108.28
64.55,109.27
64.6,105.47
64.65,106.73
64.7,114.82
64.75,107.48
64.8,111.6
64.85,110.55
64.9,111.42
64.95,114.05
65.0,117.19
65.05,106.71
65.1,108.35
65.15,116.42
65.2,108.4
65.25,109.22
65.3,111.81
65.35,113.48
65.4,117.24
65.45,111.0
65.5,115.79
65.55,110.69
65.6,117.28
65.65,114.83
65.7,110.57
65.75,106.15
65.8,113.66
65.85,113.52
65.9,111.53
65.95,108.09
66.0,117.87
66.05,106.66
66.1,107.78
66.15,112.18
66.2,106.31
66.25,101.12
66.3,100.96
66.35,107.87
66.4,108.29
66.45,101.43
66.5,105.49
66.55,109.42
66.6,111.58
66.65,117.71
66.7,107.37
66.75,108.3
66.8,108.45
66.85,113.5
66.9,115.26
66.95,106.33
67.0,104.71
67.05,109.44
67.1,109.8
67.15,102.88
67.2,112.94
67.25,115.64
67.3,109.97
67.35,110.13
67.4,111.69
67.45,105.92
67.5,111.32
67.55,98.41
67.6,110.82
67.65,109.76
67.7,104.54
67.75,100.0
67.8,102.68
67.85,116.45
67.9,104.13
67.95,112.92
68.0,111.81
68.05,115.55
68.1,108.07
68.15,105.73
68.2,105.26
68.25,113.13
68.3,112.53
68.35,103.46
68.4,112.25
68.45,111.33
68.5,107.57
68.55,115.85
68.6,116.79
68.65,121.01
68.7,116.88
68.75,112.91
68.8,121.72
68.85,110.44
68.9,107.4
68.95,110.73
69.0,112.46
69.05,109.29
69.1,113.62
69.15,104.82
69.2,117.5
69.25,109.99
69.3,111.42
69.35,114.17
69.4,124.32
69.45,122.23
69.5,118.35
69.55,122.36
69.6,111.19
69.65,114.93
69.7,122.41
69.75,112.22
69.8,114.5
69.85,118.72
69.9,106.66
69.95,117.8
70.0,119.51
70.05,115.66
70.1,104.06
70.15,117.65
70.2,110.75
70.25,116.93
70.3,108.35
70.35,115.51
70.4,107.08
70.45,107.25
70.5,105.31
70.55,116.62
70.6,115.3
70.65,108.9
70.7,106.28
70.75,103.75
70.8,103.89
70.85,103.24
70.9,113.13
70.95,105.73
71.0,101.04
71.05,111.46
71.1,100.36
71.15,104.81
71.2,108.8
71.25,105.35
71.3,113.66
71.35,114.07
71.4,107.85
71.45,102.69
71.5,105.77
71.55,105.0
71.6,114.25
71.65,110.13
71.7,109.5
71.75,109.33
71.8,96.57
71.85,96.55
71.9,94.91
71.95,94.12
72.0,93.95
72.05,109.74
72.1,96.66
72.15,99.04
72.2,100.53
72.25,99.85
72.3,91.4
72.35,92.81
72.4,90.53
72.45,86.06
72.5,85.55
72.55,93.28
72.6,81.32
72.65,84.13
72.7,86.38
72.75,92.99
72.8,93.17
72.85,92.89
72.9,81.59
72.95,79.52
73.0,81.63
73.05,84.08
73.1,96.09
73.15,93.37
73.2,94.06
73.25,92.75
73.3,88.39
73.35,97.34
73.4,89.55
73.45,95.51
73.5,93.75
73.55,88.05
73.6,93.16
73.65,98.14
73.7,96.57
73.75,91.77
73.8,97.69
73.85,94.6
73.9,93.25
73.95,94.14
74.0,93.08
74.05,94.12
74.1,86.38
74.15,89.4
74.2,97.43
74.25,88.72
74.3,88.73
74.35,99.34
74.4,87.35
74.45,95.47
74.5,90.83
74.55,94.98
74.6,97.0
74.65,93.77
74.7,96.25
74.75,98.25
74.8,98.16
74.85,102.12
74.9,105.41
74.95,111.61
75.0,104.9
75.05,105.77
75.1,101.68
75.15,103.3
75.2,107.7
75.25,105.31
75.3,96.72
75.35,98.73
75.4,107.75
75.45,102.48
75.5,92.7
75.55,101.27
75.6,105.17
75.65,95.75
75.7,104.69
75.75,102.76
75.8,102.04
75.85,100.12
75.9,97.35
75.95,100.29
76.0,109.56
76.05,104.14
76.1,100.07
76.15,105.6
76.2,107.14
76.25,118.73
76.3,118.01
76.35,111.15
76.4,110.11
76.45,105.32
76.5,109.91
76.55,105.18
76.6,110.72
76.65,112.29
76.7,103.48
76.75,106.27
76.8,99.13
76.85,99.63
76.9,100.02
76.95,104.01
77.0,102.9
77.05,108.09
77.1,98.88
77.15,104.49
77.2,111.02
77.25,111.05
77.3,101.16
77.35,102.33
77.4,106.9
77.45,101.11
77.5,98.79
77.55,101.41
77.6,112.48
77.65,105.36
77.7,114.24
77.75,115.96
77.8,114.82
77.85,111.61
77.9,104.97
77.95,113.66
78.0,102.48
78.05,112.33
78.1,102.22
78.15,106.73
78.2,112.58
78.25,100.15
78.3,101.23
78.35,100.73
78.4,99.55
78.45,106.2
78.5,108.21
78.55,102.95
78.6,110.22
78.65,104.7
78.7,102.88
78.75,106.17
78.8,106.06
78.85,109.79
78.9,97.9
78.95,107.55
79.0,105.61
79.05,97.2
79.1,91.46
79.15,102.08
79.2,101.49
79.25,89.15
79.3,93.3
79.35,98.11
79.4,93.29
79.45,96.19
79.5,95.21
79.55,88.45
79.6,93.25
79.65,91.32
79.7,95.24
79.75,92.75
79.8,85.46
79.85,96.75
79.9,98.28
79.95,93.11
80.0,87.18
