2-Theta,Intensity
26.8,48.97
26.85,54.58
26.9,54.28
26.95,44.42
27.0,53.13
27.05,55.05
27.1,61.38
27.15,61.07
27.2,53.45
27.25,55.76
27.3,50.24
27.35,53.31
27.4,59.57
27.45,61.27
27.5,55.38
27.55,53.56
27.6,60.34
27.65,57.91
27.7,62.3
27.75,55.27
27.8,62.07
27.85,50.81
27.9,55.48
27.95,53.64
28.0,60.54
28.05,48.4
28.1,50.48
28.15,57.79
28.2,53.07
28.25,56.92
28.3,60.68
28.35,62.8
28.4,61.02
28.45,57.61
28.5,58.06
28.55,60.4
28.6,63.9
28.65,58.4
28.7,68.82
28.75,67.71
28.8,58.05
28.85,71.15
28.9,60.88
28.95,65.97
29.0,63.64
29.05,66.25
29.1,57.99
29.15,62.0
29.2,68.99
29.25,68.86
29.3,59.33
29.35,64.76
29.4,63.6
29.45,66.52
29.5,60.31
29.55,69.21
29.6,68.11
29.65,63.31
29.7,60.53
29.75,68.92
29.8,66.82
29.85,64.15
29.9,74.35
29.95,73.65
30.0,63.67
30.05,65.5
30.1,72.53
30.15,63.79
30.2,60.5
30.25,58.89
30.3,68.45
30.35,60.6
30.4,59.01
30.45,71.4
30.5,56.81
30.55,63.75
30.6,66.64
30.65,58.67
30.7,57.89
30.75,59.49
30.8,64.01
30.85,64.59
30.9,65.23
30.95,59.67
31.0,60.65
31.05,65.89
31.1,71.82
31.15,72.9
31.2,70.91
31.25,75.24
31.3,75.73
31.35,78.71
31.4,75.65
31.45,68.98
31.5,78.1
31.55,81.01
31.6,69.83
31.65,68.61
31.7,73.38
31.75,82.2
31.8,71.96
31.85,69.57
31.9,76.68
31.95,81.15
32.0,75.97
32.05,64.12
32.1,74.54
32.15,66.58
32.2,68.46
32.25,70.31
32.3,63.96
32.35,61.21
32.4,64.63
32.45,54.4
32.5,59.06
32.55,56.27
32.6,66.91
32.65,59.37
32.7,52.38
32.75,59.84
32.8,57.27
32.85,62.46
32.9,54.63
32.95,60.41
33.0,60.83
33.05,59.09
33.1,61.41
33.15,62.72
33.2,58.54
33.25,57.25
33.3,61.23
33.35,58.18
33.4,61.66
33.45,61.65
33.5,63.26
33.55,61.66
33.6,52.19
33.65,53.56
33.7,57.07
33.75,49.49
33.8,60.36
33.85,53.8
33.9,48.19
33.95,48.46
34.0,56.78
34.05,56.89
34.1,49.88
34.15,50.55
34.2,46.79
34.25,44.95
34.3,44.98
34.35,46.23
34.4,46.76
34.45,46.28
34.5,60.24
34.55,51.7
34.6,52.25
34.65,46.3
34.7,47.2
34.75,42.61
34.8,52.81
34.85,55.55
34.9,52.42
34.95,48.94
35.0,42.55
35.05,43.09
35.1,48.97
35.15,48.45
35.2,46.63
35.25,48.13
35.3,46.73
35.35,56.02
35.4,44.69
35.45,44.58
35.5,46.25
35.55,39.91
35.6,51.11
35.65,48.08
35.7,39.53
35.75,36.78
35.8,35.55
35.85,34.1
35.9,34.43
35.95,33.73
36.0,38.88
36.05,36.08
36.1,41.06
36.15,32.33
36.2,39.61
36.25,42.9
36.3,35.22
36.35,46.89
36.4,46.77
36.45,39.82
36.5,42.1
36.55,36.82
36.6,47.7
36.65,45.07
36.7,45.04
36.75,47.57
36.8,39.26
36.85,47.21
36.9,53.03
36.95,41.51
37.0,48.19
37.05,40.75
37.1,51.18
37.15,53.61
37.2,51.28
37.25,43.28
37.3,51.96
37.35,53.87
37.4,44.33
37.45,41.28
37.5,43.74
37.55,44.05
37.6,43.61
37.65,50.02
37.7,59.95
37.75,61.02
37.8,62.27
37.85,62.45
37.9,63.35
37.95,56.88
38.0,53.84
38.05,51.51
38.1,49.89
38.15,56.69
38.2,61.66
38.25,62.44
38.3,49.71
38.35,56.15
38.4,59.73
38.45,47.23
38.5,49.77
38.55,50.28
38.6,64.43
38.65,54.36
38.7,57.26
38.75,56.44
38.8,51.25
38.85,53.58
38.9,62.93
38.95,58.99
39.0,67.07
39.05,69.82
39.1,62.01
39.15,64.42
39.2,61.64
39.25,64.08
39.3,56.63
39.35,62.22
39.4,58.48
39.45,64.17
39.5,67.48
39.55,62.22
39.6,68.96
39.65,63.22
39.7,69.09
39.75,67.52
39.8,72.04
39.85,66.99
39.9,58.87
39.95,69.39
40.0,71.94
40.05,71.76
40.1,64.54
40.15,67.07
40.2,52.46
40.25,52.63
40.3,55.28
40.35,57.12
40.4,55.06
40.45,56.55
40.5,59.62
40.55,66.53
40.6,63.93
40.65,54.85
40.7,60.5
40.75,64.3
40.8,65.29
40.85,65.73
40.9,62.2
40.95,57.52
41.0,65.91
41.05,53.05
41.1,64.42
41.15,62.61
41.2,54.47
41.25,59.85
41.3,62.19
41.35,55.51
41.4,55.17
41.45,49.5
41.5,61.57
41.55,52.28
41.6,50.43
41.65,51.18
41.7,58.3
41.75,50.69
41.8,43.75
41.85,51.85
41.9,48.06
41.95,44.7
42.0,45.35
42.05,54.13
42.1,49.06
42.15,41.07
42.2,52.83
42.25,44.1
42.3,45.87
42.35,48.4
42.4,51.54
42.45,52.04
42.5,53.01
42.55,43.33
42.6,52.83
42.65,49.68
42.7,41.67
42.75,50.2
42.8,50.14
42.85,54.37
42.9,53.5
42.95,51.21
43.0,46.03
43.05,57.97
43.1,52.57
43.15,47.0
43.2,50.94
43.25,54.33
43.3,48.18
43.35,42.61
43.4,39.79
43.45,45.68
43.5,47.85
43.55,48.24
43.6,44.94
43.65,55.37
43.7,42.7
43.75,51.14
43.8,44.34
43.85,42.84
43.9,38.7
43.95,47.64
44.0,54.55
44.05,55.15
44.1,45.35
44.15,39.41
44.2,40.82
44.25,48.23
44.3,38.41
44.35,48.21
44.4,48.51
44.45,38.08
44.5,48.83
44.55,46.5
44.6,51.18
44.65,53.3
44.7,54.46
44.75,56.81
44.8,59.86
44.85,56.5
44.9,56.89
44.95,43.89
45.0,54.68
45.05,44.85
45.1,45.84
45.15,40.7
45.2,42.77
45.25,53.93
45.3,53.83
45.35,41.06
45.4,38.03
45.45,35.86
45.5,47.88
45.55,38.72
45.6,35.76
45.65,48.18
45.7,46.98
45.75,41.19
45.8,39.06
45.85,45.66
45.9,39.85
45.95,44.07
46.0,41.16
46.05,42.57
46.1,39.0
46.15,42.58
46.2,41.55
46.25,42.46
46.3,52.86
46.35,42.89
46.4,36.15
46.45,44.94
46.5,38.66
46.55,40.26
46.6,35.97
46.65,38.26
46.7,44.75
46.75,36.58
46.8,41.18
46.85,45.04
46.9,44.69
46.95,49.18
47.0,44.75
47.05,43.62
47.1,52.57
47.15,48.96
47.2,53.13
47.25,46.23
47.3,53.05
47.35,53.93
47.4,58.82
47.45,62.14
47.5,61.46
47.55,60.54
47.6,67.58
47.65,75.22
47.7,76.05
47.75,78.72
47.8,90.05
47.85,108.12
47.9,125.28
47.95,143.52
48.0,159.63
48.05,198.83
48.1,237.88
48.15,278.21
48.2,331.65
48.25,388.27
48.3,455.05
48.35,519.05
48.4,585.17
48.45,656.23
48.5,728.78
48.55,781.72
48.6,835.1
48.65,895.51
48.7,929.69
48.75,959.01
48.8,974.07
48.85,965.75
48.9,958.0
48.95,917.42
49.0,885.02
49.05,838.43
49.1,773.01
49.15,707.17
49.2,633.51
49.25,559.98
49.3,488.78
49.35,424.95
49.4,369.44
49.45,317.63
49.5,277.81
49.55,226.96
49.6,201.51
49.65,173.76
49.7,164.34
49.75,144.85
49.8,141.61
49.85,145.35
49.9,151.66
49.95,167.74
50.0,192.62
50.05,228.75
50.1,267.64
50.15,315.0
50.2,379.72
50.25,435.69
50.3,505.4
50.35,576.05
50.4,663.68
50.45,740.75
50.5,818.12
50.55,884.31
50.6,943.07
50.65,999.34
50.7,1043.81
50.75,1072.87
50.8,1090.9
50.85,1078.44
50.9,1062.61
50.95,1032.48
51.0,983.93
51.05,935.56
51.1,857.32
51.15,787.18
51.2,706.63
51.25,629.15
51.3,548.49
51.35,478.14
51.4,409.54
51.45,356.93
51.5,305.82
51.55,252.36
51.6,204.22
51.65,169.1
51.7,138.67
51.75,123.36
51.8,97.0
51.85,83.77
51.9,78.94
51.95,75.73
52.0,75.03
52.05,63.53
52.1,57.11
52.15,51.69
52.2,50.62
52.25,58.83
52.3,46.96
52.35,49.16
52.4,50.98
52.45,51.56
52.5,47.22
52.55,56.57
52.6,51.11
52.65,46.81
52.7,61.85
52.75,58.03
52.8,61.83
52.85,53.62
52.9,55.48
52.95,55.98
53.0,51.47
53.05,58.58
53.1,55.83
53.15,51.52
53.2,57.81
53.25,67.19
53.3,56.62
53.35,63.93
53.4,57.57
53.45,66.88
53.5,65.23
53.55,70.29
53.6,63.43
53.65,56.22
53.7,57.12
53.75,65.19
53.8,59.91
53.85,63.32
53.9,61.81
53.95,74.44
54.0,65.88
54.05,69.63
54.1,72.08
54.15,71.26
54.2,69.66
54.25,67.08
54.3,66.97
54.35,70.59
54.4,68.4
54.45,63.42
54.5,70.94
54.55,63.83
54.6,63.41
54.65,73.22
54.7,61.87
54.75,66.42
54.8,72.2
54.85,75.65
54.9,64.37
54.95,71.38
55.0,69.78
55.05,67.81
55.1,79.79
55.15,72.39
55.2,71.98
55.25,76.16
55.3,69.94
55.35,74.46
55.4,78.7
55.45,81.15
55.5,78.13
55.55,67.3
55.6,78.91
55.65,75.59
55.7,81.3
55.75,78.45
55.8,70.14
55.85,76.8
55.9,70.75
55.95,79.1
56.0,67.22
56.05,71.21
56.1,76.79
56.15,83.4
56.2,75.36
56.25,76.0
56.3,82.52
56.35,84.02
56.4,73.44
56.45,82.16
56.5,75.9
56.55,78.65
56.6,82.38
56.65,78.42
56.7,75.59
56.75,75.62
56.8,77.45
56.85,82.51
56.9,92.02
56.95,77.37
57.0,82.85
57.05,78.35
57.1,89.78
57.15,85.54
57.2,83.59
57.25,86.22
57.3,89.73
57.35,90.1
57.4,91.2
57.45,93.82
57.5,77.41
57.55,89.83
57.6,81.96
57.65,78.11
57.7,80.29
57.75,78.53
57.8,73.8
57.85,74.27
57.9,81.53
57.95,85.35
58.0,80.83
58.05,74.29
58.1,70.89
58.15,74.58
58.2,74.39
58.25,74.55
58.3,74.01
58.35,71.49
58.4,68.72
58.45,69.97
58.5,75.93
58.55,61.67
58.6,63.43
58.65,65.79
58.7,69.22
58.75,64.57
58.8,74.33
58.85,67.34
58.9,65.37
58.95,72.86
59.0,69.56
59.05,64.12
59.1,64.44
59.15,66.91
59.2,76.15
59.25,74.81
59.3,64.93
59.35,77.91
59.4,78.13
59.45,71.07
59.5,78.99
59.55,79.75
59.6,79.58
59.65,73.51
59.7,78.64
59.75,71.67
59.8,78.52
59.85,80.0
59.9,74.91
59.95,81.48
60.0,76.89
60.05,81.5
60.1,76.63
60.15,91.11
60.2,88.22
60.25,91.48
60.3,88.9
60.35,84.55
60.4,73.61
60.45,82.08
60.5,80.61
60.55,79.29
60.6,74.82
60.65,68.62
60.7,73.66
60.75,75.39
60.8,71.74
60.85,76.38
60.9,77.18
60.95,73.04
61.0,74.01
61.05,74.06
61.1,67.81
61.15,62.8
61.2,68.6
61.25,61.57
61.3,65.59
61.35,69.21
61.4,72.82
61.45,65.9
61.5,64.19
61.55,68.43
61.6,60.93
61.65,64.93
61.7,52.85
61.75,60.92
61.8,65.2
61.85,63.28
61.9,63.17
61.95,55.93
62.0,60.33
62.05,54.88
62.1,53.02
62.15,58.31
62.2,56.07
62.25,71.06
62.3,60.85
62.35,61.7
62.4,63.83
62.45,56.72
62.5,58.44
62.55,57.39
62.6,58.1
62.65,60.88
62.7,67.26
62.75,63.85
62.8,51.77
62.85,54.68
62.9,66.59
62.95,64.41
63.0,66.9
63.05,60.61
63.1,53.06
63.15,54.03
63.2,60.11
63.25,58.96
63.3,55.57
63.35,55.74
63.4,59.28
63.45,48.12
63.5,46.63
63.55,50.43
63.6,43.13
63.65,46.62
63.7,47.89
63.75,50.93
63.8,46.23
63.85,56.14
63.9,53.61
63.95,46.53
64.0,52.1
64.05,57.13
64.1,51.06
64.15,49.22
64.2,55.53
64.25,59.63
64.3,55.38
64.35,56.63
64.4,52.49
64.45,57.28
64.5,58.02
64.55,50.55
64.6,51.54
64.65,47.21
64.7,51.2
64.75,46.9
64.8,47.43
64.85,55.99
64.9,54.98
64.95,57.38
65.0,53.03
65.05,47.06
65.1,48.6
65.15,51.16
65.2,49.67
65.25,38.78
65.3,40.26
65.35,39.31
65.4,48.4
65.45,43.86
65.5,48.01
65.55,52.17
65.6,50.27
65.65,48.39
65.7,47.26
65.75,40.03
65.8,46.84
65.85,44.99
65.9,40.24
65.95,45.34
66.0,35.84
66.05,51.51
66.1,39.72
66.15,47.94
66.2,49.27
66.25,40.14
66.3,42.7
66.35,44.85
66.4,54.8
66.45,50.26
66.5,59.29
66.55,53.15
66.6,58.07
66.65,57.52
66.7,49.19
66.75,55.24
66.8,61.18
66.85,50.14
66.9,60.38
66.95,55.08
67.0,58.71
67.05,51.75
67.1,56.43
67.15,58.47
67.2,61.15
67.25,44.97
67.3,56.52
67.35,49.61
67.4,45.15
67.45,44.2
67.5,50.88
67.55,52.49
67.6,44.04
67.65,58.35
67.7,48.5
67.75,53.22
67.8,59.44
67.85,48.07
67.9,56.35
67.95,60.18
68.0,55.48
68.05,46.28
68.1,51.13
68.15,50.35
68.2,55.94
68.25,51.89
68.3,48.23
68.35,42.5
68.4,44.04
68.45,44.57
68.5,48.48
68.55,44.51
68.6,52.58
68.65,55.93
68.7,57.43
68.75,41.91
68.8,52.48
68.85,47.3
68.9,54.69
68.95,42.62
69.0,49.08
69.05,45.19
69.1,31.57
69.15,43.43
69.2,40.73
69.25,47.69
69.3,43.06
69.35,42.25
69.4,42.8
69.45,32.17
69.5,28.81
69.55,36.86
69.6,33.47
69.65,24.55
69.7,30.47
69.75,32.67
69.8,27.62
69.85,20.98
69.9,24.04
69.95,29.96
70.0,30.96
70.05,29.04
70.1,25.64
70.15,35.29
70.2,27.44
70.25,32.22
70.3,34.05
70.35,40.03
70.4,30.31
70.45,33.57
70.5,29.55
70.55,32.47
70.6,33.24
70.65,30.47
70.7,35.89
70.75,33.39
70.8,42.93
70.85,39.65
70.9,34.12
70.95,25.97
71.0,25.99
71.05,35.78
71.1,40.85
71.15,42.0
71.2,33.22
71.25,33.47
71.3,36.24
71.35,33.26
71.4,35.5
71.45,45.27
71.5,31.39
71.55,34.01
71.6,31.69
71.65,43.1
71.7,40.51
71.75,43.87
71.8,45.51
71.85,33.03
71.9,41.33
71.95,39.2
72.0,34.59
72.05,42.4
72.1,39.68
72.15,33.68
72.2,34.27
72.25,30.46
72.3,28.48
72.35,36.42
72.4,44.4
72.45,34.8
72.5,30.04
72.55,26.67
72.6,41.09
72.65,39.8
72.7,28.75
72.75,31.57
72.8,34.33
72.85,25.06
72.9,25.1
72.95,28.19
73.0,18.44
73.05,31.11
73.1,25.96
73.15,30.53
73.2,23.91
73.25,26.58
73.3,26.76
73.35,29.75
73.4,20.45
73.45,22.76
73.5,19.58
73.55,29.42
73.6,24.22
73.65,21.03
73.7,26.33
73.75,31.42
73.8,28.07
73.85,28.54
73.9,23.8
73.95,24.84
74.0,23.17
74.05,17.7
74.1,21.21
74.15,25.31
74.2,25.25
74.25,27.96
74.3,18.52
74.35,23.75
74.4,28.96
74.45,22.51
74.5,24.03
74.55,20.61
74.6,23.81
74.65,22.08
74.7,27.73
74.75,24.34
74.8,21.72
74.85,22.96
74.9,19.6
74.95,14.72
75.0,26.98
75.05,30.9
75.1,27.48
75.15,29.64
75.2,20.57
75.25,25.63
75.3,19.37
75.35,17.5
75.4,20.41
75.45,16.78
75.5,16.25
75.55,25.04
75.6,10.86
75.65,23.1
75.7,14.56
75.75,16.78
75.8,11.04
75.85,20.43
75.9,14.39
75.95,13.05
76.0,16.9
76.05,18.08
76.1,23.03
76.15,17.21
76.2,17.04
76.25,20.71
76.3,18.46
76.35,10.26
76.4,15.22
76.45,13.22
76.5,24.41
76.55,23.02
76.6,24.26
76.65,23.08
76.7,13.97
76.75,23.12
76.8,19.94
76.85,24.97
76.9,20.62
76.95,19.26
77.0,27.35
77.05,32.74
77.1,30.43
77.15,26.3
77.2,26.93
77.25,24.41
77.3,32.32
77.35,32.92
77.4,34.66
77.45,22.84
77.5,31.75
77.55,24.15
77.6,21.19
77.65,28.35
77.7,23.38
77.75,26.3
77.8,32.46
77.85,30.1
77.9,30.28
77.95,30.63
78.0,23.86
78.05,26.7
78.1,21.86
78.15,23.29
78.2,32.54
78.25,35.29
78.3,32.93
78.35,19.24
78.4,30.35
78.45,30.41
78.5,24.88
78.55,24.96
78.6,33.8
78.65,27.49
78.7,24.09
78.75,23.9
78.8,27.6
78.85,24.77
78.9,24.22
78.95,19.44
79.0,14.49
79.05,18.23
79.1,15.85
79.15,19.98
79.2,13.52
79.25,27.68
79.3,18.6
79.35,15.14
79.4,22.3
79.45,17.99
79.5,29.2
79.55,29.03
79.6,18.84
79.65,25.56
79.7,24.51
79.75,35.83
79.8,34.78
79.85,34.64
79.9,37.15
79.95,27.04
80.0,26.75
