position,amplitude
0.81,-0.68767
0.811,-0.32825
0.812,0.07785
0.813,0.46551
0.814,0.78335
0.815,0.96141
0.816,0.99103
0.817,0.84093
0.818,0.5368
0.819,0.15929
0.82,-0.24583
0.821,-0.62309
0.822,-0.87825
0.823,-1.00333
0.824,-0.93332
0.825,-0.7238
0.826,-0.38835
0.827,0.02218
0.828,0.41712
0.829,0.75562
0.83,0.96064
0.831,0.99425
0.832,0.87797
0.833,0.59996
0.834,0.2158
0.835,-0.1864
0.836,-0.57168
0.837,-0.85865
0.838,-0.98334
0.839,-0.95214
0.84,-0.75801
0.841,-0.45015
0.842,-0.04745
0.843,0.35909
0.844,0.70533
0.845,0.93517
0.846,0.99272
0.847,0.88763
0.848,0.64239
0.849,0.28636
0.85,-0.12958
0.851,-0.51511
0.852,-0.81589
0.853,-0.97162
0.854,-0.97475
0.855,-0.81405
0.856,-0.49415
0.857,-0.10791
0.858,0.29566
0.859,0.65198
0.86,0.89797
0.861,1.00456
0.862,0.92677
0.863,0.69616
0.864,0.33789
0.865,-0.05719
0.866,-0.45825
0.867,-0.78708
0.868,-0.97524
0.869,-0.98562
0.87,-0.83848
0.871,-0.55547
0.872,-0.16764
0.873,0.23518
0.874,0.60508
0.875,0.88427
0.876,1.00595
0.877,0.9401
0.878,0.74063
0.879,0.39339
0.88,-0.01095
0.881,-0.40754
0.882,-0.74341
0.883,-0.94894
0.884,-1.00001
0.885,-0.87572
0.886,-0.61108
0.887,-0.22667
0.888,0.17567
0.889,0.55938
0.89,0.83782
0.891,0.98259
0.892,0.96647
0.893,0.78497
0.894,0.45141
0.895,0.05864
0.896,-0.35644
0.897,-0.69363
0.898,-0.9359
0.899,-0.99832
0.9,-0.89502
0.901,-0.66067
0.902,-0.2922
0.903,0.10976
0.904,0.50682
0.905,0.80882
0.906,0.9759
0.907,0.9807
0.908,0.80675
0.909,0.50476
0.91,0.12983
0.911,-0.28502
0.912,-0.6595
0.913,-0.89197
0.914,-0.99685
0.915,-0.91925
0.916,-0.70791
0.917,-0.35884
0.918,0.04722
0.919,0.45494
0.92,0.76919
0.921,0.95626
0.922,0.99878
0.923,0.8549
0.924,0.56803
0.925,0.18853
0.926,-0.2299
0.927,-0.60688
0.928,-0.87372
0.929,-0.99305
0.93,-0.94825
0.931,-0.73527
0.932,-0.41246
0.933,-0.00563
0.934,0.40393
0.935,0.72605
0.936,0.94792
0.937,0.99353
0.938,0.87075
0.939,0.61888
0.94,0.23783
0.941,-0.16566
0.942,-0.55693
0.943,-0.84808
0.944,-0.99369
0.945,-0.95888
0.946,-0.78382
0.947,-0.46354
0.948,-0.07908
0.949,0.34549
0.95,0.68959
0.951,0.92124
0.952,1.00073
0.953,0.90387
0.954,0.65968
0.955,0.31297
0.956,-0.11121
0.957,-0.48922
0.958,-0.80896
0.959,-0.97407
0.96,-0.97515
0.961,-0.82491
0.962,-0.52079
0.963,-0.13998
0.964,0.28365
0.965,0.64942
0.966,0.90133
0.967,1.00018
0.968,0.93267
0.969,0.71545
0.97,0.35749
0.971,-0.03898
0.972,-0.44004
0.973,-0.76861
0.974,-0.96488
0.975,-0.98538
0.976,-0.84833
0.977,-0.57742
0.978,-0.20022
0.979,0.21245
0.98,0.58588
0.981,0.8672
0.982,0.99872
0.983,0.96245
0.984,0.75327
0.985,0.42836
0.986,0.02555
0.987,-0.37786
0.988,-0.72254
0.989,-0.93082
0.99,-1.00761
0.991,-0.87763
0.992,-0.62841
0.993,-0.24714
0.994,0.1537
0.995,0.53837
0.996,0.83548
0.997,0.98051
0.998,0.96858
0.999,0.78847
1.0,0.48677
1.001,0.08017
1.002,-0.32083
1.003,-0.67709
1.004,-0.91734
1.005,-1.00067
1.006,-0.91859
1.007,-0.68141
1.008,-0.31955
1.009,0.08253
1.01,0.47568
1.011,0.79686
1.012,0.96678
1.013,0.9854
1.014,0.82187
1.015,0.5319
1.016,0.14235
1.017,-0.27202
1.018,-0.63484
1.019,-0.88803
1.02,-0.99521
1.021,-0.93237
1.022,-0.70781
1.023,-0.36799
1.024,0.02815
1.025,0.42059
1.026,0.76648
1.027,0.94629
1.028,0.99181
1.029,0.86155
1.03,0.58303
1.031,0.19828
1.032,-0.19659
1.033,-0.57854
1.034,-0.86097
1.035,-0.98396
1.036,-0.96729
1.037,-0.76144
1.038,-0.44062
1.039,-0.03583
1.04,0.36969
1.041,0.71775
1.042,0.93652
1.043,0.99236
1.044,0.89009
1.045,0.6322
1.046,0.26301
1.047,-0.13552
1.048,-0.52387
1.049,-0.8254
1.05,-0.97451
1.051,-0.97251
1.052,-0.79023
1.053,-0.49569
1.054,-0.10319
1.055,0.31076
1.056,0.67656
1.057,0.91561
1.058,1.00886
1.059,0.90959
1.06,0.67807
1.061,0.3231
1.062,-0.08594
1.063,-0.47451
1.064,-0.78948
1.065,-0.973
1.066,-0.98265
1.067,-0.82583
1.068,-0.5517
1.069,-0.16705
1.07,0.25861
1.071,0.61373
1.072,0.87755
1.073,0.99775
1.074,0.93661
1.075,0.7327
1.076,0.38587
1.077,-0.01525
1.078,-0.42062
1.079,-0.74972
1.08,-0.94448
1.081,-0.98636
1.082,-0.87479
1.083,-0.59263
1.084,-0.21827
1.085,0.18216
1.086,0.5748
1.087,0.84528
1.088,0.99108
1.089,0.95821
1.09,0.7752
1.091,0.43778
1.092,0.04046
1.093,-0.35433
1.094,-0.70535
1.095,-0.92567
1.096,-0.99759
1.097,-0.88846
1.098,-0.6523
1.099,-0.27158
1.1,0.13072
1.101,0.52146
1.102,0.82857
1.103,0.97173
1.104,0.98481
1.105,0.81091
1.106,0.50735
1.107,0.10403
1.108,-0.30289
1.109,-0.66921
1.11,-0.90482
1.111,-1.00947
1.112,-0.9197
1.113,-0.69524
1.114,-0.34411
1.115,0.06364
1.116,0.45867
1.117,0.78226
1.118,0.95739
1.119,0.98974
1.12,0.84435
1.121,0.54815
1.122,0.17096
1.123,-0.24003
1.124,-0.61296
1.125,-0.88222
1.126,-1.0037
1.127,-0.93671
1.128,-0.72523
1.129,-0.39122
1.13,-0.00235
1.131,0.39715
1.132,0.74322
1.133,0.95636
1.134,1.00322
1.135,0.88093
1.136,0.59693
1.137,0.23142
1.138,-0.17665
1.139,-0.56199
1.14,-0.84013
1.141,-0.98468
1.142,-0.96755
1.143,-0.77593
1.144,-0.46474
1.145,-0.05661
1.146,0.35822
1.147,0.70496
1.148,0.93267
1.149,1.00553
1.15,0.89601
1.151,0.65291
1.152,0.29918
1.153,-0.10935
1.154,-0.51366
1.155,-0.81329
1.156,-0.98541
1.157,-0.98763
1.158,-0.80608
1.159,-0.51622
1.16,-0.13086
1.161,0.29878
1.162,0.644
1.163,0.89855
1.164,1.00826
1.165,0.92579
1.166,0.69968
1.167,0.34305
1.168,-0.05691
1.169,-0.45591
1.17,-0.77428
1.171,-0.96958
1.172,-0.98189
1.173,-0.84492
1.174,-0.55712
1.175,-0.17371
1.176,0.21954
1.177,0.59467
1.178,0.87249
1.179,0.98865
1.18,0.95829
1.181,0.73374
1.182,0.4131
1.183,0.01014
1.184,-0.40044
1.185,-0.72362
1.186,-0.93885
1.187,-0.99718
1.188,-0.88914
1.189,-0.61937
1.19,-0.23533
1.191,0.16352
1.192,0.5527
1.193,0.84741
1.194,0.99218
1.195,0.95961
1.196,0.77683
1.197,0.46296
1.198,0.07888
1.199,-0.34561
1.2,-0.69257
1.201,-0.92757
1.202,-0.9908
1.203,-0.89966
1.204,-0.6613
1.205,-0.30838
1.206,0.11377
1.207,0.49213
1.208,0.81237
1.209,0.98149
1.21,0.98199
1.211,0.82088
1.212,0.51426
1.213,0.13488
1.214,-0.27642
1.215,-0.63398
1.216,-0.88747
1.217,-1.00724
1.218,-0.93676
1.219,-0.70619
1.22,-0.36292
1.221,0.04456
1.222,0.44152
1.223,0.77364
1.224,0.96206
1.225,0.9937
1.226,0.8466
1.227,0.56808
1.228,0.19748
1.229,-0.20874
1.23,-0.58389
1.231,-0.85875
1.232,-0.98611
1.233,-0.95217
1.234,-0.74689
1.235,-0.4126
1.236,-0.02395
1.237,0.38223
1.238,0.71701
1.239,0.94303
1.24,1.00579
1.241,0.87832
1.242,0.62315
1.243,0.2508
1.244,-0.16096
1.245,-0.53145
1.246,-0.83615
1.247,-0.98067
1.248,-0.97742
1.249,-0.78551
1.25,-0.48031
1.251,-0.09052
1.252,0.3266
1.253,0.68547
1.254,0.91472
1.255,1.00381
1.256,0.92134
1.257,0.66736
1.258,0.30778
1.259,-0.0916
1.26,-0.49191
1.261,-0.80429
1.262,-0.97408
1.263,-0.99149
1.264,-0.82694
1.265,-0.54076
1.266,-0.13687
1.267,0.2656
1.268,0.62872
1.269,0.89425
1.27,0.99454
1.271,0.94652
1.272,0.71129
1.273,0.37707
1.274,-0.03128
1.275,-0.42361
1.276,-0.75086
1.277,-0.9647
1.278,-1.00207
1.279,-0.8701
1.28,-0.59146
1.281,-0.20827
1.282,0.20835
1.283,0.57883
1.284,0.84975
1.285,0.99135
1.286,0.95829
1.287,0.75767
1.288,0.42996
1.289,0.02374
1.29,-0.36666
1.291,-0.72285
1.292,-0.93574
1.293,-0.98941
1.294,-0.88955
1.295,-0.63042
1.296,-0.26179
1.297,0.13504
1.298,0.52804
1.299,0.82005
1.3,0.97729
1.301,0.96456
1.302,0.79282
1.303,0.49504
1.304,0.09477
1.305,-0.30302
1.306,-0.66966
1.307,-0.90564
1.308,-0.99544
1.309,-0.91811
1.31,-0.67429
1.311,-0.32938
1.312,0.08522
1.313,0.47221
1.314,0.78931
1.315,0.96948
1.316,0.9795
1.317,0.844
1.318,0.53672
1.319,0.15258
1.32,-0.25259
1.321,-0.62742
1.322,-0.8881
1.323,-1.0031
1.324,-0.93529
1.325,-0.73187
1.326,-0.3902
1.327,0.01491
1.328,0.4188
1.329,0.74945
1.33,0.94433
1.331,0.99643
1.332,0.87057
1.333,0.6012
1.334,0.22952
1.335,-0.18316
1.336,-0.57582
1.337,-0.8557
1.338,-0.9926
1.339,-0.96724
1.34,-0.75952
1.341,-0.45126
1.342,-0.05315
1.343,0.3577
1.344,0.71474
1.345,0.93308
1.346,0.99915
1.347,0.88936
1.348,0.64359
1.349,0.28642
1.35,-0.12135
1.351,-0.52248
1.352,-0.81902
1.353,-0.98387
1.354,-0.97183
1.355,-0.80005
1.356,-0.50413
1.357,-0.1068
1.358,0.30951
1.359,0.66967
1.36,0.90164
1.361,0.99481
1.362,0.91394
1.363,0.69217
1.364,0.35019
1.365,-0.06524
1.366,-0.4716
1.367,-0.78999
1.368,-0.95678
1.369,-0.9912
1.37,-0.84524
1.371,-0.55594
1.372,-0.17779
1.373,0.24684
1.374,0.6077
1.375,0.87648
1.376,0.99231
1.377,0.94773
1.378,0.73683
1.379,0.39649
1.38,0.00238
1.381,-0.41206
1.382,-0.73225
1.383,-0.94481
1.384,-0.99169
1.385,-0.88298
1.386,-0.61299
1.387,-0.22347
1.388,0.17993
1.389,0.56679
1.39,0.85597
1.391,0.99425
1.392,0.96118
1.393,0.77908
1.394,0.45983
1.395,0.06762
1.396,-0.34326
1.397,-0.69535
1.398,-0.92687
1.399,-0.99422
1.4,-0.90898
1.401,-0.64638
1.402,-0.2955
1.403,0.10749
1.404,0.51481
1.405,0.80283
1.406,0.97872
1.407,0.97612
1.408,0.8159
1.409,0.50593
1.41,0.11628
1.411,-0.28257
1.412,-0.65784
1.413,-0.90722
1.414,-1.00254
1.415,-0.93134
1.416,-0.70935
1.417,-0.35498
1.418,0.05043
1.419,0.46112
1.42,0.76405
1.421,0.9674
1.422,0.98928
1.423,0.85087
1.424,0.56095
1.425,0.18629
1.426,-0.21874
1.427,-0.60609
1.428,-0.86335
1.429,-0.99011
1.43,-0.94544
1.431,-0.73529
1.432,-0.41283
1.433,-0.00769
1.434,0.39923
1.435,0.73375
1.436,0.94419
1.437,0.99058
1.438,0.88892
1.439,0.6204
1.44,0.25211
1.441,-0.16031
1.442,-0.55588
1.443,-0.8476
1.444,-0.98748
1.445,-0.97279
1.446,-0.79014
1.447,-0.46918
1.448,-0.07624
1.449,0.33714
1.45,0.69051
1.451,0.92526
1.452,1.00759
1.453,0.91338
1.454,0.66399
1.455,0.31471
1.456,-0.09944
1.457,-0.50501
1.458,-0.80435
1.459,-0.96724
1.46,-0.97818
1.461,-0.81359
1.462,-0.52922
1.463,-0.13673
1.464,0.26979
1.465,0.64127
1.466,0.8964
1.467,0.99654
1.468,0.93171
1.469,0.71339
1.47,0.37104
1.471,-0.04959
1.472,-0.43142
