2-Theta,Intensity
34.45,80.17
34.5,79.37
34.55,75.38
34.6,71.79
34.65,77.61
34.7,80.2
34.75,74.27
34.8,80.84
34.85,80.46
34.9,80.87
34.95,72.1
35.0,67.9
35.05,69.94
35.1,77.63
35.15,65.91
35.2,72.7
35.25,69.85
35.3,75.42
35.35,75.9
35.4,74.15
35.45,68.71
35.5,65.06
35.55,81.18
35.6,75.21
35.65,64.5
35.7,69.1
35.75,65.36
35.8,67.37
35.85,75.06
35.9,68.6
35.95,69.23
36.0,79.57
36.05,75.42
36.1,71.69
36.15,78.64
36.2,72.71
36.25,68.59
36.3,64.49
36.35,61.53
36.4,60.12
36.45,68.76
36.5,61.26
36.55,72.72
36.6,73.88
36.65,62.61
36.7,72.63
36.75,71.2
36.8,62.37
36.85,56.74
36.9,61.25
36.95,62.44
37.0,60.82
37.05,63.8
37.1,64.07
37.15,64.19
37.2,66.65
37.25,73.93
37.3,64.94
37.35,78.53
37.4,69.2
37.45,72.16
37.5,74.78
37.55,78.39
37.6,74.06
37.65,68.52
37.7,69.87
37.75,67.26
37.8,64.75
37.85,79.91
37.9,73.41
37.95,71.89
38.0,71.93
38.05,71.95
38.1,75.07
38.15,71.48
38.2,74.71
38.25,80.19
38.3,70.2
38.35,80.81
38.4,75.0
38.45,76.53
38.5,84.65
38.55,82.47
38.6,80.53
38.65,84.43
38.7,80.96
38.75,78.69
38.8,78.74
38.85,84.63
38.9,89.15
38.95,82.51
39.0,89.04
39.05,84.66
39.1,78.5
39.15,79.52
39.2,80.31
39.25,82.82
39.3,93.7
39.35,90.87
39.4,86.85
39.45,92.82
39.5,95.34
39.55,94.52
39.6,89.71
39.65,78.94
39.7,87.37
39.75,89.99
39.8,82.35
39.85,84.85
39.9,87.1
39.95,87.64
40.0,76.1
40.05,78.89
40.1,78.4
40.15,72.66
40.2,79.11
40.25,73.31
40.3,85.2
40.35,86.77
40.4,84.76
40.45,91.6
40.5,89.09
40.55,83.8
40.6,77.13
40.65,83.4
40.7,87.32
40.75,78.4
40.8,86.87
40.85,82.56
40.9,76.17
40.95,78.46
41.0,69.37
41.05,69.07
41.1,70.89
41.15,68.79
41.2,72.66
41.25,84.32
41.3,77.89
41.35,82.96
41.4,70.32
41.45,67.46
41.5,82.48
41.55,78.85
41.6,80.71
41.65,72.69
41.7,67.88
41.75,71.3
41.8,83.18
41.85,73.66
41.9,77.0
41.95,74.79
42.0,65.89
42.05,73.75
42.1,71.23
42.15,64.09
42.2,70.78
42.25,69.48
42.3,69.64
42.35,81.59
42.4,80.82
42.45,75.43
42.5,76.53
42.55,62.1
42.6,70.52
42.65,66.39
42.7,74.87
42.75,71.52
42.8,77.62
42.85,80.51
42.9,70.7
42.95,71.46
43.0,80.56
43.05,73.5
43.1,70.28
43.15,62.42
43.2,65.7
43.25,64.93
43.3,69.28
43.35,70.69
43.4,64.24
43.45,57.38
43.5,63.76
43.55,57.01
43.6,58.5
43.65,71.48
43.7,65.78
43.75,68.47
43.8,61.83
43.85,70.29
43.9,67.73
43.95,71.83
44.0,66.49
44.05,73.96
44.1,58.84
44.15,69.74
44.2,61.81
44.25,64.09
44.3,68.12
44.35,73.41
44.4,69.64
44.45,64.31
44.5,63.91
44.55,74.91
44.6,66.71
44.65,62.31
44.7,77.04
44.75,68.69
44.8,67.05
44.85,71.06
44.9,74.1
44.95,74.63
45.0,73.54
45.05,68.92
45.1,78.24
45.15,75.37
45.2,70.71
45.25,84.48
45.3,74.64
45.35,73.73
45.4,78.62
45.45,76.97
45.5,79.84
45.55,77.29
45.6,74.69
45.65,82.71
45.7,75.41
45.75,71.59
45.8,75.7
45.85,71.93
45.9,67.59
45.95,70.14
46.0,72.94
46.05,69.54
46.1,70.02
46.15,80.17
46.2,85.07
46.25,75.93
46.3,83.92
46.35,84.29
46.4,80.87
46.45,88.5
46.5,89.84
46.55,93.06
46.6,86.45
46.65,91.29
46.7,84.85
46.75,89.8
46.8,87.11
46.85,82.07
46.9,83.95
46.95,93.04
47.0,82.79
47.05,86.67
47.1,85.53
47.15,82.74
47.2,87.26
47.25,90.73
47.3,78.84
47.35,90.69
47.4,83.71
47.45,84.93
47.5,84.8
47.55,86.93
47.6,83.87
47.65,96.18
47.7,88.45
47.75,90.22
47.8,106.52
47.85,101.47
47.9,116.65
47.95,121.05
48.0,135.15
48.05,146.19
48.1,170.57
48.15,201.65
48.2,225.88
48.25,265.84
48.3,322.05
48.35,367.61
48.4,437.54
48.45,497.03
48.5,567.78
48.55,640.25
48.6,726.9
48.65,802.09
48.7,873.18
48.75,942.27
48.8,992.83
48.85,1037.26
48.9,1061.06
48.95,1070.61
49.0,1078.25
49.05,1056.16
49.1,1024.94
49.15,988.72
49.2,939.1
49.25,869.52
49.3,793.38
49.35,721.96
49.4,646.85
49.45,585.91
49.5,513.19
49.55,446.63
49.6,383.21
49.65,335.14
49.7,289.37
49.75,241.95
49.8,218.63
49.85,181.19
49.9,168.25
49.95,150.22
50.0,132.25
50.05,114.99
50.1,116.8
50.15,105.09
50.2,101.04
50.25,99.89
50.3,95.61
50.35,87.05
50.4,89.37
50.45,88.12
50.5,85.95
50.55,94.46
50.6,89.0
50.65,93.91
50.7,90.47
50.75,89.6
50.8,87.8
50.85,85.77
50.9,78.32
50.95,81.06
51.0,87.9
51.05,89.96
51.1,82.22
51.15,87.01
51.2,89.77
51.25,94.19
51.3,87.94
51.35,95.14
51.4,95.76
51.45,95.11
51.5,86.1
51.55,99.21
51.6,81.42
51.65,88.94
51.7,90.31
51.75,87.83
51.8,88.29
51.85,94.07
51.9,96.23
51.95,92.73
52.0,90.54
52.05,99.97
52.1,99.79
52.15,91.41
52.2,93.72
52.25,84.89
52.3,95.23
52.35,92.24
52.4,98.9
52.45,91.34
52.5,94.14
52.55,94.94
52.6,93.31
52.65,91.14
52.7,94.67
52.75,98.7
52.8,104.36
52.85,105.8
52.9,112.86
52.95,124.24
53.0,140.36
53.05,158.77
53.1,182.61
53.15,204.3
53.2,238.02
53.25,267.11
53.3,308.52
53.35,343.57
53.4,398.59
53.45,463.09
53.5,524.07
53.55,585.15
53.6,649.93
53.65,708.27
53.7,772.22
53.75,823.34
53.8,882.73
53.85,920.46
53.9,939.14
53.95,950.03
54.0,949.97
54.05,937.45
54.1,916.78
54.15,877.94
54.2,822.09
54.25,776.65
54.3,716.2
54.35,637.69
54.4,578.65
54.45,515.89
54.5,442.62
54.55,389.8
54.6,332.2
54.65,289.02
54.7,244.24
54.75,204.69
54.8,178.68
54.85,155.21
54.9,142.66
54.95,119.04
55.0,106.27
55.05,93.68
55.1,83.68
55.15,87.82
55.2,81.07
55.25,75.27
55.3,73.38
55.35,78.32
55.4,83.42
55.45,80.25
55.5,79.96
55.55,79.74
55.6,79.86
55.65,85.55
55.7,76.83
55.75,84.16
55.8,76.31
55.85,76.88
55.9,88.64
55.95,75.58
56.0,81.83
56.05,85.85
56.1,80.43
56.15,69.52
56.2,69.97
56.25,74.34
56.3,67.68
56.35,72.73
56.4,75.53
56.45,72.92
56.5,79.18
56.55,69.25
56.6,70.95
56.65,71.58
56.7,74.65
56.75,70.74
56.8,66.24
56.85,75.48
56.9,74.71
56.95,73.58
57.0,77.54
57.05,75.22
57.1,71.43
57.15,81.2
57.2,78.16
57.25,72.5
57.3,74.61
57.35,85.38
57.4,85.97
57.45,82.68
57.5,85.7
57.55,87.18
57.6,84.82
57.65,77.68
57.7,73.82
57.75,83.25
57.8,76.87
57.85,77.9
57.9,86.8
57.95,88.53
58.0,85.73
58.05,86.25
58.1,97.49
58.15,88.94
58.2,92.8
58.25,96.57
58.3,90.07
58.35,90.54
58.4,95.78
58.45,98.91
58.5,95.76
58.55,100.45
58.6,98.45
58.65,96.76
58.7,100.51
58.75,97.66
58.8,97.43
58.85,91.53
58.9,94.46
58.95,95.4
59.0,97.03
59.05,107.48
59.1,104.51
59.15,96.4
59.2,107.41
59.25,95.29
59.3,99.02
59.35,95.3
59.4,97.61
59.45,107.12
59.5,100.17
59.55,103.48
59.6,98.47
59.65,105.49
59.7,95.91
59.75,107.57
59.8,102.05
59.85,109.61
59.9,103.6
59.95,110.99
60.0,98.46
60.05,97.39
60.1,103.31
60.15,101.01
60.2,106.22
60.25,98.73
60.3,91.86
60.35,90.12
60.4,88.52
60.45,88.91
60.5,101.36
60.55,101.32
60.6,98.89
60.65,97.97
60.7,93.82
60.75,93.06
60.8,97.77
60.85,90.44
60.9,101.16
60.95,100.12
61.0,90.15
61.05,96.05
61.1,92.35
61.15,98.08
61.2,88.56
61.25,92.66
61.3,90.89
61.35,88.09
61.4,94.41
61.45,93.42
61.5,81.47
61.55,79.79
61.6,94.82
61.65,96.64
61.7,83.16
61.75,92.47
61.8,87.23
61.85,89.42
61.9,85.78
61.95,92.07
62.0,85.79
62.05,90.3
62.1,94.34
62.15,96.35
62.2,88.07
62.25,92.36
62.3,82.13
62.35,91.66
62.4,85.59
62.45,86.45
62.5,91.42
62.55,90.74
62.6,83.68
62.65,93.94
62.7,82.54
62.75,85.26
62.8,97.72
62.85,94.75
62.9,93.76
62.95,84.83
63.0,91.98
63.05,79.37
63.1,82.8
63.15,86.61
63.2,91.89
63.25,79.92
63.3,85.11
63.35,83.54
63.4,77.06
63.45,80.46
63.5,90.82
63.55,87.66
63.6,84.95
63.65,80.62
63.7,80.02
63.75,77.81
63.8,89.05
63.85,82.51
63.9,82.23
63.95,79.46
64.0,88.48
64.05,81.09
64.1,78.33
64.15,78.68
64.2,74.13
64.25,71.57
64.3,83.62
64.35,79.36
64.4,78.62
64.45,72.66
64.5,79.09
64.55,79.32
64.6,74.37
64.65,83.78
64.7,86.24
64.75,80.21
64.8,89.14
64.85,81.33
64.9,85.92
64.95,80.57
65.0,85.59
65.05,81.87
65.1,68.04
65.15,67.51
65.2,78.44
65.25,63.49
65.3,62.89
65.35,78.12
65.4,73.73
65.45,74.04
65.5,67.39
65.55,66.99
65.6,71.49
65.65,73.37
65.7,68.89
65.75,70.18
65.8,66.64
65.85,60.62
65.9,64.11
65.95,63.84
66.0,58.04
66.05,69.14
66.1,73.33
66.15,62.65
66.2,60.68
66.25,65.59
66.3,73.7
66.35,65.71
66.4,63.02
66.45,60.86
66.5,71.76
66.55,62.6
66.6,63.32
66.65,57.56
66.7,70.02
66.75,69.77
66.8,71.01
66.85,69.44
66.9,68.12
66.95,69.68
67.0,59.87
67.05,57.9
67.1,67.42
67.15,69.67
67.2,68.84
67.25,65.33
67.3,70.83
67.35,63.0
67.4,62.08
67.45,60.38
67.5,66.38
67.55,74.09
67.6,67.67
67.65,70.27
67.7,70.78
67.75,69.59
67.8,54.25
67.85,53.06
67.9,57.11
67.95,62.89
68.0,63.54
68.05,54.28
68.1,57.98
68.15,57.33
68.2,53.83
68.25,58.97
68.3,61.91
68.35,59.12
68.4,61.08
68.45,54.31
68.5,64.84
68.55,56.77
68.6,58.41
68.65,56.17
68.7,59.1
68.75,61.5
68.8,55.86
68.85,57.36
68.9,64.91
68.95,54.82
69.0,54.42
69.05,59.79
69.1,53.84
69.15,52.58
69.2,57.37
69.25,57.49
69.3,58.38
69.35,54.98
69.4,51.91
69.45,46.86
69.5,59.64
69.55,51.19
69.6,62.08
69.65,54.98
69.7,58.12
69.75,57.74
69.8,61.33
69.85,59.76
69.9,55.44
69.95,50.04
70.0,57.1
70.05,53.25
70.1,58.32
70.15,68.82
70.2,68.08
70.25,68.65
70.3,62.62
70.35,67.26
70.4,68.52
70.45,71.97
70.5,57.64
70.55,65.9
70.6,63.12
70.65,63.76
70.7,60.85
70.75,58.78
70.8,59.8
70.85,64.71
70.9,72.86
70.95,62.55
71.0,67.71
71.05,73.32
71.1,66.17
71.15,75.11
71.2,63.05
71.25,64.61
71.3,66.15
71.35,72.07
71.4,65.95
71.45,64.98
71.5,65.52
71.55,62.3
71.6,73.1
71.65,74.93
71.7,64.23
71.75,69.32
71.8,73.51
71.85,70.48
71.9,71.13
71.95,74.11
72.0,75.18
72.05,68.55
72.1,77.06
72.15,77.22
72.2,71.06
72.25,64.8
72.3,70.92
72.35,77.38
72.4,77.45
72.45,68.3
72.5,73.41
72.55,68.68
72.6,68.41
72.65,71.81
72.7,72.79
72.75,68.79
72.8,66.81
72.85,73.15
72.9,61.63
72.95,65.32
73.0,66.21
73.05,66.71
73.1,64.77
73.15,74.5
73.2,77.05
73.25,80.2
73.3,65.87
73.35,72.8
73.4,79.97
73.45,66.94
73.5,79.48
73.55,79.24
73.6,70.86
73.65,75.66
73.7,69.16
73.75,73.89
73.8,73.92
73.85,80.32
73.9,77.16
73.95,88.98
74.0,80.39
74.05,90.28
74.1,86.94
74.15,79.57
74.2,92.86
74.25,82.36
74.3,80.83
74.35,81.85
74.4,86.24
74.45,82.25
74.5,85.2
74.55,95.57
74.6,100.13
74.65,95.09
74.7,89.99
74.75,85.07
74.8,94.07
74.85,90.66
74.9,94.19
74.95,96.69
75.0,92.2
75.05,93.08
75.1,95.9
75.15,86.13
75.2,92.08
75.25,96.67
75.3,97.26
75.35,95.32
75.4,97.61
75.45,95.32
75.5,90.55
75.55,87.96
75.6,92.37
75.65,84.69
75.7,88.11
75.75,92.34
75.8,81.22
75.85,79.19
75.9,85.69
75.95,80.39
76.0,84.29
76.05,90.55
76.1,90.14
76.15,75.93
76.2,82.69
76.25,71.86
76.3,77.15
76.35,81.07
76.4,78.87
76.45,78.19
76.5,84.57
76.55,73.2
76.6,72.97
76.65,76.65
76.7,66.79
76.75,76.86
76.8,72.26
76.85,74.24
76.9,78.74
76.95,78.57
77.0,79.19
77.05,81.43
77.1,70.95
77.15,71.18
77.2,85.77
77.25,84.32
77.3,79.98
77.35,81.11
77.4,83.54
77.45,80.05
77.5,78.54
77.55,83.11
77.6,77.15
77.65,80.75
77.7,90.12
77.75,78.63
77.8,86.55
77.85,90.11
77.9,80.94
77.95,89.94
78.0,84.45
78.05,80.13
78.1,73.82
78.15,84.54
78.2,78.46
78.25,83.39
78.3,85.03
78.35,86.65
78.4,88.92
78.45,78.09
78.5,89.66
78.55,89.47
78.6,77.46
78.65,89.38
78.7,87.38
78.75,84.82
78.8,81.21
78.85,77.38
78.9,78.24
78.95,75.11
79.0,84.6
79.05,75.63
79.1,76.67
79.15,78.72
79.2,87.12
79.25,78.57
79.3,86.36
79.35,82.03
79.4,79.22
79.45,80.29
79.5,71.46
79.55,77.85
79.6,66.25
79.65,67.32
79.7,66.18
79.75,73.42
79.8,66.92
79.85,78.74
79.9,70.68
79.95,67.25
80.0,78.38
